Track,Player,Placement,GP Number
Whistlestop Summit,Callum,4,17
Whistlestop Summit,Connor,7,17
Whistlestop Summit,Matthew,3,17
Whistlestop Summit,Evan,6,17
DK Pass,Tom,2,17
DK Pass,Callum,3,17
DK Pass,Connor,9,17
DK Pass,Matthew,1,17
DK Pass,Evan,5,17
Acorn Heights,Tom,5,17
Acorn Heights,Callum,2,17
Acorn Heights,Connor,6,17
Acorn Heights,Matthew,1,17
Acorn Heights,Evan,3,17
Dry Bones Burnout,Tom,3,17
Dry Bones Burnout,Callum,2,17
Dry Bones Burnout,Connor,1,17
Dry Bones Burnout,Matthew,6,17
Dry Bones Burnout,Evan,5,17
Shy Guy Bazaar,Tom,1,17
Shy Guy Bazaar,Callum,4,17
Shy Guy Bazaar,Connor,3,17
Shy Guy Bazaar,Matthew,2,17
Shy Guy Bazaar,Evan,6,17
Desert Hills,Tom,3,17
Desert Hills,Callum,1,17
Desert Hills,Connor,2,17
Desert Hills,Matthew,6,17
Desert Hills,Evan,7,17
Koopa Troopa Beach,Tom,1,17
Koopa Troopa Beach,Callum,5,17
Koopa Troopa Beach,Connor,2,17
Koopa Troopa Beach,Matthew,8,17
Koopa Troopa Beach,Evan,4,17
Boo Cinema,Tom,2,17
Boo Cinema,Callum,1,17
Boo Cinema,Connor,5,17
Boo Cinema,Matthew,3,17
Boo Cinema,Evan,4,17
Salty Salty Speedway,Tom,3,17
Salty Salty Speedway,Callum,1,17
Salty Salty Speedway,Connor,2,17
Salty Salty Speedway,Matthew,9,17
Salty Salty Speedway,Evan,8,17
Wario Stadium,Tom,4,17
Wario Stadium,Callum,3,17
Wario Stadium,Connor,1,17
Wario Stadium,Matthew,2,17
Wario Stadium,Evan,5,17
Great ? Block Ruins,Tom,1,17
Great ? Block Ruins,Callum,2,17
Great ? Block Ruins,Connor,3,17
Great ? Block Ruins,Matthew,24,17
Great ? Block Ruins,Evan,11,17
Great ? Block Ruins,Tom,1,18
Great ? Block Ruins,Callum,6,18
Great ? Block Ruins,Connor,4,18
Great ? Block Ruins,Matthew,2,18
Great ? Block Ruins,Evan,3,18
Dandelion Depths,Tom,6,18
Dandelion Depths,Callum,1,18
Dandelion Depths,Connor,5,18
Dandelion Depths,Matthew,3,18
Dandelion Depths,Evan,4,18
Airship Fortress,Tom,3,18
Airship Fortress,Callum,2,18
Airship Fortress,Connor,4,18
Airship Fortress,Matthew,1,18
Airship Fortress,Evan,7,18
Starview Peak,Tom,2,18
Starview Peak,Callum,1,18
Starview Peak,Connor,3,18
Starview Peak,Matthew,11,18
Starview Peak,Evan,6,18
Desert Hills,Tom,1,18
Desert Hills,Callum,2,18
Desert Hills,Connor,5,18
Desert Hills,Matthew,3,18
Desert Hills,Evan,4,18
Koopa Troopa Beach,Tom,1,18
Koopa Troopa Beach,Callum,8,18
Koopa Troopa Beach,Connor,6,18
Koopa Troopa Beach,Matthew,4,18
Koopa Troopa Beach,Evan,2,18
Bowser's Castle,Tom,1,18
Bowser's Castle,Callum,2,18
Bowser's Castle,Connor,4,18
Bowser's Castle,Matthew,3,18
Bowser's Castle,Evan,6,18
Mario Circuit,Tom,2,18
Mario Circuit,Callum,1,18
Mario Circuit,Connor,3,18
Mario Circuit,Matthew,6,18
Mario Circuit,Evan,4,18
Dino Dino Jungle,Tom,3,18
Dino Dino Jungle,Callum,1,18
Dino Dino Jungle,Connor,2,18
Dino Dino Jungle,Matthew,4,18
Dino Dino Jungle,Evan,5,18
Wario's Galleon,Tom,3,18
Wario's Galleon,Callum,1,18
Wario's Galleon,Connor,2,18
Wario's Galleon,Matthew,4,18
Wario's Galleon,Evan,7,18
Faraway Oasis,Tom,4,18
Faraway Oasis,Callum,1,18
Faraway Oasis,Connor,3,18
Faraway Oasis,Matthew,5,18
Faraway Oasis,Evan,6,18
Acorn Heights,Tom,4,18
Acorn Heights,Callum,2,18
Acorn Heights,Connor,1,18
Acorn Heights,Matthew,3,18
Acorn Heights,Evan,7,18
DK Pass,Tom,1,18
DK Pass,Callum,4,18
DK Pass,Connor,5,18
DK Pass,Matthew,2,18
DK Pass,Evan,7,18
Wario Stadium,Tom,2,18
Wario Stadium,Callum,3,18
Wario Stadium,Connor,1,18
Wario Stadium,Matthew,5,18
Wario Stadium,Evan,4,18
Crown City,Tom,2,18
Crown City,Callum,1,18
Crown City,Connor,3,18
Crown City,Matthew,6,18
Crown City,Evan,6,18
DK Spaceport,Tom,4,18
DK Spaceport,Callum,6,18
DK Spaceport,Connor,2,18
DK Spaceport,Matthew,1,18
DK Spaceport,Evan,3,18
Dry Bones Burnout,Tom,12,19
Dry Bones Burnout,Callum,5,19
Dry Bones Burnout,Connor,1,19
Dry Bones Burnout,Matthew,2,19
Dry Bones Burnout,Evan,4,19
Wario Stadium,Tom,1,19
Wario Stadium,Callum,2,19
Wario Stadium,Connor,5,19
Wario Stadium,Matthew,3,19
Wario Stadium,Evan,4,19
Salty Salty Speedway,Tom,5,19
Salty Salty Speedway,Callum,1,19
Salty Salty Speedway,Connor,2,19
Salty Salty Speedway,Matthew,3,19
Salty Salty Speedway,Evan,8,19
Crown City,Tom,1,19
Crown City,Callum,2,19
Crown City,Connor,6,19
Crown City,Matthew,3,19
Crown City,Evan,5,19
Crown City -> Moo Moo Meadows,Tom,2,19
Crown City -> Moo Moo Meadows,Callum,3,19
Crown City -> Moo Moo Meadows,Connor,5,19
Crown City -> Moo Moo Meadows,Matthew,1,19
Crown City -> Moo Moo Meadows,Evan,6,19
Boo Cinema,Tom,11,19
Boo Cinema,Callum,1,19
Boo Cinema,Connor,3,19
Boo Cinema,Matthew,5,19
Boo Cinema,Evan,2,19
Acorn Heights,Tom,3,19
Acorn Heights,Callum,2,19
Acorn Heights,Connor,9,19
Acorn Heights,Matthew,1,19
Acorn Heights,Evan,5,19
Sky-High Sundae,Tom,2,19
Sky-High Sundae,Callum,5,19
Sky-High Sundae,Connor,3,19
Sky-High Sundae,Matthew,1,19
Sky-High Sundae,Evan,4,19
Bowser's Castle,Tom,11,19
Bowser's Castle,Callum,1,19
Bowser's Castle,Connor,4,19
Bowser's Castle,Matthew,2,19
Bowser's Castle,Evan,3,19
Great ? Block Ruins,Tom,2,19
Great ? Block Ruins,Callum,4,19
Great ? Block Ruins,Connor,6,19
Great ? Block Ruins,Matthew,5,19
Great ? Block Ruins,Evan,7,19
Peach Stadium,Tom,1,19
Peach Stadium,Callum,3,19
Peach Stadium,Connor,2,19
Peach Stadium,Matthew,5,19
Peach Stadium,Evan,4,19
Moo Moo Meadows,Tom,1,19
Moo Moo Meadows,Callum,3,19
Moo Moo Meadows,Connor,4,19
Moo Moo Meadows,Matthew,7,19
Moo Moo Meadows,Evan,2,19
Dandelion Depths,Tom,2,19
Dandelion Depths,Callum,6,19
Dandelion Depths,Connor,5,19
Dandelion Depths,Matthew,3,19
Dandelion Depths,Evan,1,19
Desert Hills,Tom,4,19
Desert Hills,Callum,7,19
Desert Hills,Connor,2,19
Desert Hills,Matthew,1,19
Desert Hills,Evan,3,19
Starview Peak,Tom,4,19
Starview Peak,Callum,2,19
Starview Peak,Connor,3,19
Starview Peak,Matthew,1,19
Starview Peak,Evan,5,19
DK Spaceport,Tom,3,19
DK Spaceport,Callum,1,19
DK Spaceport,Connor,3,19
DK Spaceport,Matthew,5,19
DK Spaceport,Evan,4,19
Dry Bones Burnout,Tom,5,20
Dry Bones Burnout,Callum,9,20
Dry Bones Burnout,Connor,4,20
Dry Bones Burnout,Matthew,3,20
Dry Bones Burnout,Evan,7,20
Faraway Oasis,Tom,3,20
Faraway Oasis,Callum,1,20
Faraway Oasis,Connor,2,20
Faraway Oasis,Matthew,5,20
Faraway Oasis,Evan,7,20
Shy Guy Bazaar,Tom,4,20
Shy Guy Bazaar,Callum,1,20
Shy Guy Bazaar,Connor,3,20
Shy Guy Bazaar,Matthew,8,20
Shy Guy Bazaar,Evan,13,20
Dandelion Depths,Tom,4,20
Dandelion Depths,Callum,2,20
Dandelion Depths,Connor,5,20
Dandelion Depths,Matthew,1,20
Dandelion Depths,Evan,6,20
Peach Stadium,Tom,4,20
Peach Stadium,Callum,2,20
Peach Stadium,Connor,1,20
Peach Stadium,Matthew,5,20
Peach Stadium,Evan,3,20
Acorn Heights,Tom,1,20
Acorn Heights,Callum,6,20
Acorn Heights,Connor,3,20
Acorn Heights,Matthew,7,20
Acorn Heights,Evan,2,20
Starview Peak,Tom,2,20
Starview Peak,Callum,3,20
Starview Peak,Connor,1,20
Starview Peak,Matthew,4,20
Starview Peak,Evan,5,20
Whistlestop Summit,Tom,1,20
Whistlestop Summit,Callum,11,20
Whistlestop Summit,Connor,3,20
Whistlestop Summit,Matthew,4,20
Whistlestop Summit,Evan,5,20
Mario Circuit,Tom,2,20
Mario Circuit,Callum,6,20
Mario Circuit,Connor,1,20
Mario Circuit,Matthew,7,20
Mario Circuit,Evan,4,20
DK Pass,Tom,1,20
DK Pass,Callum,2,20
DK Pass,Connor,5,20
DK Pass,Matthew,3,20
DK Pass,Evan,4,20
Great ? Block Ruins,Tom,3,20
Great ? Block Ruins,Callum,2,20
Great ? Block Ruins,Connor,1,20
Great ? Block Ruins,Matthew,7,20
Great ? Block Ruins,Evan,4,20
Peach Beach,Tom,5,20
Peach Beach,Callum,2,20
Peach Beach,Connor,1,20
Peach Beach,Matthew,3,20
Peach Beach,Evan,7,20
Crown City,Tom,1,20
Crown City,Callum,4,20
Crown City,Connor,2,20
Crown City,Matthew,5,20
Crown City,Evan,6,20
Wario's Galleon,Tom,4,20
Wario's Galleon,Callum,3,20
Wario's Galleon,Connor,13,20
Wario's Galleon,Matthew,1,20
Wario's Galleon,Evan,5,20
Mario Bros. Circuit,Tom,3,20
Mario Bros. Circuit,Callum,2,20
Mario Bros. Circuit,Connor,1,20
Mario Bros. Circuit,Matthew,11,20
Mario Bros. Circuit,Evan,4,20
Salty Salty Speedway,Tom,2,20
Salty Salty Speedway,Callum,5,20
Salty Salty Speedway,Connor,4,20
Salty Salty Speedway,Matthew,3,20
Salty Salty Speedway,Evan,1,20
Dandelion Depths,Tom,3,21
Dandelion Depths,Callum,2,21
Dandelion Depths,Connor,4,21
Dandelion Depths,Matthew,1,21
Dandelion Depths,Evan,5,21
Boo Cinema,Tom,4,21
Boo Cinema,Callum,2,21
Boo Cinema,Connor,1,21
Boo Cinema,Matthew,6,21
Boo Cinema,Evan,7,21
DK Pass,Tom,6,21
DK Pass,Callum,2,21
DK Pass,Connor,1,21
DK Pass,Matthew,4,21
DK Pass,Evan,5,21
Faraway Oasis,Tom,9,21
Faraway Oasis,Callum,1,21
Faraway Oasis,Connor,4,21
Faraway Oasis,Matthew,5,21
Faraway Oasis,Evan,3,21
Mario Circuit,Tom,7,21
Mario Circuit,Callum,2,21
Mario Circuit,Connor,5,21
Mario Circuit,Matthew,1,21
Mario Circuit,Evan,4,21
Cheep Cheep Falls,Tom,4,21
Cheep Cheep Falls,Callum,2,21
Cheep Cheep Falls,Connor,10,21
Cheep Cheep Falls,Matthew,1,21
Cheep Cheep Falls,Evan,11,21
Wario's Galleon,Tom,3,21
Wario's Galleon,Callum,5,21
Wario's Galleon,Connor,1,21
Wario's Galleon,Matthew,4,21
Wario's Galleon,Evan,2,21
Wario Stadium,Tom,7,21
Wario Stadium,Callum,3,21
Wario Stadium,Connor,2,21
Wario Stadium,Matthew,1,21
Wario Stadium,Evan,6,21
Koopa Troopa Beach,Tom,2,21
Koopa Troopa Beach,Callum,3,21
Koopa Troopa Beach,Connor,9,21
Koopa Troopa Beach,Matthew,4,21
Koopa Troopa Beach,Evan,1,21
Dino Dino Jungle,Tom,3,21
Dino Dino Jungle,Callum,2,21
Dino Dino Jungle,Connor,1,21
Dino Dino Jungle,Matthew,4,21
Dino Dino Jungle,Evan,4,21
DK Spaceport,Tom,5,21
DK Spaceport,Callum,2,21
DK Spaceport,Connor,4,21
DK Spaceport,Matthew,1,21
DK Spaceport,Evan,3,21
Toad's Factory,Tom,1,21
Toad's Factory,Callum,5,21
Toad's Factory,Connor,3,21
Toad's Factory,Matthew,8,21
Toad's Factory,Evan,6,21
Choco Mountain,Tom,12,21
Choco Mountain,Callum,3,21
Choco Mountain,Connor,1,21
Choco Mountain,Matthew,5,21
Choco Mountain,Evan,2,21
Moo Moo Meadows,Tom,2,21
Moo Moo Meadows,Callum,3,21
Moo Moo Meadows,Connor,4,21
Moo Moo Meadows,Matthew,1,21
Moo Moo Meadows,Evan,6,21
Bowser's Castle,Tom,2,21
Bowser's Castle,Callum,1,21
Bowser's Castle,Connor,3,21
Bowser's Castle,Matthew,7,21
Bowser's Castle,Evan,6,21
Rainbow Road,Tom,1,21
Rainbow Road,Callum,3,21
Rainbow Road,Connor,2,21
Rainbow Road,Matthew,4,21
Rainbow Road,Evan,6,21
DK Spaceport,Tom,10,22
DK Spaceport,Callum,8,22
DK Spaceport,Connor,1,22
DK Spaceport,Matthew,2,22
DK Spaceport,Evan,13,22
DK Spaceport,Steve,11,22
DK Pass,Tom,3,22
DK Pass,Callum,1,22
DK Pass,Connor,6,22
DK Pass,Matthew,4,22
DK Pass,Evan,7,22
DK Pass,Steve,11,22
Desert Hills,Tom,1,22
Desert Hills,Callum,3,22
Desert Hills,Connor,4,22
Desert Hills,Matthew,5,22
Desert Hills,Evan,2,22
Desert Hills,Steve,7,22
Boo Cinema,Tom,10,22
Boo Cinema,Callum,3,22
Boo Cinema,Connor,1,22
Boo Cinema,Matthew,6,22
Boo Cinema,Evan,8,22
Boo Cinema,Steve,5,22
Dino Dino Jungle,Tom,3,22
Dino Dino Jungle,Callum,2,22
Dino Dino Jungle,Connor,1,22
Dino Dino Jungle,Matthew,4,22
Dino Dino Jungle,Evan,5,22
Dino Dino Jungle,Steve,6,22
Peach Stadium,Tom,2,22
Peach Stadium,Callum,1,22
Peach Stadium,Connor,13,22
Peach Stadium,Matthew,5,22
Peach Stadium,Evan,3,22
Peach Stadium,Steve,11,22
Bowser's Castle,Tom,3,22
Bowser's Castle,Callum,2,22
Bowser's Castle,Connor,1,22
Bowser's Castle,Matthew,7,22
Bowser's Castle,Evan,8,22
Bowser's Castle,Steve,15,22
Dry Bones Burnout,Tom,2,22
Dry Bones Burnout,Callum,4,22
Dry Bones Burnout,Connor,10,22
Dry Bones Burnout,Matthew,1,22
Dry Bones Burnout,Evan,9,22
Dry Bones Burnout,Steve,11,22
Airship Fortress,Tom,1,22
Airship Fortress,Callum,4,22
Airship Fortress,Connor,3,22
Airship Fortress,Matthew,2,22
Airship Fortress,Evan,6,22
Airship Fortress,Steve,10,22
Wario's Galleon,Tom,4,22
Wario's Galleon,Callum,1,22
Wario's Galleon,Connor,2,22
Wario's Galleon,Matthew,9,22
Wario's Galleon,Evan,7,22
Wario's Galleon,Steve,12,22
Salty Salty Speedway,Tom,2,22
Salty Salty Speedway,Callum,4,22
Salty Salty Speedway,Connor,5,22
Salty Salty Speedway,Matthew,1,22
Salty Salty Speedway,Evan,7,22
Salty Salty Speedway,Steve,6,22
Starview Peak,Tom,1,22
Starview Peak,Callum,4,22
Starview Peak,Connor,11,22
Starview Peak,Matthew,6,22
Starview Peak,Evan,2,22
Starview Peak,Steve,8,22
Peach Beach,Tom,3,22
Peach Beach,Callum,1,22
Peach Beach,Connor,4,22
Peach Beach,Matthew,5,22
Peach Beach,Evan,2,22
Peach Beach,Steve,8,22
Wario Stadium,Tom,2,22
Wario Stadium,Callum,4,22
Wario Stadium,Connor,6,22
Wario Stadium,Matthew,1,22
Wario Stadium,Evan,8,22
Wario Stadium,Steve,3,22
Shy Guy Bazaar,Tom,6,22
Shy Guy Bazaar,Callum,4,22
Shy Guy Bazaar,Connor,5,22
Shy Guy Bazaar,Matthew,1,22
Shy Guy Bazaar,Evan,2,22
Shy Guy Bazaar,Steve,8,22
Rainbow Road,Tom,2,22
Rainbow Road,Callum,8,22
Rainbow Road,Connor,3,22
Rainbow Road,Matthew,1,22
Rainbow Road,Evan,4,22
Rainbow Road,Steve,10,22
Bowser's Castle,Tom,4,23
Bowser's Castle,Callum,3,23
Bowser's Castle,Connor,1,23
Bowser's Castle,Matthew,2,23
Bowser's Castle,Evan,5,23
Bowser's Castle,Steve,12,23
Peach Stadium,Tom,4,23
Peach Stadium,Callum,5,23
Peach Stadium,Connor,2,23
Peach Stadium,Matthew,1,23
Peach Stadium,Evan,7,23
Peach Stadium,Steve,6,23
Boo Cinema,Tom,5,23
Boo Cinema,Callum,1,23
Boo Cinema,Connor,2,23
Boo Cinema,Matthew,4,23
Boo Cinema,Evan,6,23
Boo Cinema,Steve,8,23
DK Spaceport,Tom,2,23
DK Spaceport,Callum,3,23
DK Spaceport,Connor,4,23
DK Spaceport,Matthew,1,23
DK Spaceport,Evan,5,23
DK Spaceport,Steve,6,23
Faraway Oasis,Tom,3,23
Faraway Oasis,Callum,2,23
Faraway Oasis,Connor,4,23
Faraway Oasis,Matthew,1,23
Faraway Oasis,Evan,5,23
Faraway Oasis,Steve,6,23
Wario Stadium,Tom,2,23
Wario Stadium,Callum,5,23
Wario Stadium,Connor,2,23
Wario Stadium,Matthew,1,23
Wario Stadium,Evan,4,23
Wario Stadium,Steve,9,23
Crown City,Tom,5,23
Crown City,Callum,4,23
Crown City,Connor,1,23
Crown City,Matthew,6,23
Crown City,Evan,7,23
Crown City,Steve,2,23
Acorn Heights,Tom,3,23
Acorn Heights,Callum,2,23
Acorn Heights,Connor,5,23
Acorn Heights,Matthew,4,23
Acorn Heights,Evan,1,23
Acorn Heights,Steve,9,23
Great ? Block Ruins,Tom,9,23
Great ? Block Ruins,Callum,7,23
Great ? Block Ruins,Connor,1,23
Great ? Block Ruins,Matthew,6,23
Great ? Block Ruins,Evan,4,23
Great ? Block Ruins,Steve,11,23
Starview Peak,Tom,1,23
Starview Peak,Callum,5,23
Starview Peak,Connor,6,23
Starview Peak,Matthew,2,23
Starview Peak,Evan,3,23
Starview Peak,Steve,8,23
Wario's Galleon,Tom,3,23
Wario's Galleon,Callum,7,23
Wario's Galleon,Connor,1,23
Wario's Galleon,Matthew,8,23
Wario's Galleon,Evan,4,23
Wario's Galleon,Steve,6,23
Peach Beach,Tom,4,23
Peach Beach,Callum,2,23
Peach Beach,Connor,1,23
Peach Beach,Matthew,6,23
Peach Beach,Evan,5,23
Peach Beach,Steve,3,23
Desert Hills,Tom,1,23
Desert Hills,Callum,4,23
Desert Hills,Connor,2,23
Desert Hills,Matthew,9,23
Desert Hills,Evan,3,23
Desert Hills,Steve,8,23
Mario Circuit,Tom,4,23
Mario Circuit,Callum,5,23
Mario Circuit,Connor,6,23
Mario Circuit,Matthew,1,23
Mario Circuit,Evan,3,23
Mario Circuit,Steve,8,23
Mario Circuit,Tom,3,23
Mario Circuit,Callum,2,23
Mario Circuit,Connor,5,23
Mario Circuit,Matthew,1,23
Mario Circuit,Evan,7,23
Mario Circuit,Steve,4,23
Airship Fortress,Tom,4,23
Airship Fortress,Callum,5,23
Airship Fortress,Connor,1,23
Airship Fortress,Matthew,2,23
Airship Fortress,Evan,3,23
Airship Fortress,Steve,9,23
Dry Bones Burnout,Tom,4,24
Dry Bones Burnout,Callum,3,24
Dry Bones Burnout,Connor,2,24
Dry Bones Burnout,Matthew,1,24
Dry Bones Burnout,Evan,12,24
Dry Bones Burnout,Steve,13,24
Dino Dino Jungle,Tom,5,24
Dino Dino Jungle,Callum,8,24
Dino Dino Jungle,Connor,2,24
Dino Dino Jungle,Matthew,1,24
Dino Dino Jungle,Evan,3,24
Dino Dino Jungle,Steve,4,24
Salty Salty Speedway,Tom,2,24
Salty Salty Speedway,Callum,3,24
Salty Salty Speedway,Connor,6,24
Salty Salty Speedway,Matthew,1,24
Salty Salty Speedway,Evan,5,24
Salty Salty Speedway,Steve,4,24
Mario Bros. Circuit,Tom,9,24
Mario Bros. Circuit,Callum,2,24
Mario Bros. Circuit,Connor,1,24
Mario Bros. Circuit,Matthew,6,24
Mario Bros. Circuit,Evan,3,24
Mario Bros. Circuit,Steve,7,24
Acorn Heights,Tom,2,24
Acorn Heights,Callum,4,24
Acorn Heights,Connor,9,24
Acorn Heights,Matthew,5,24
Acorn Heights,Evan,3,24
Acorn Heights,Steve,8,24
Shy Guy Bazaar,Tom,4,24
Shy Guy Bazaar,Callum,2,24
Shy Guy Bazaar,Connor,1,24
Shy Guy Bazaar,Matthew,7,24
Shy Guy Bazaar,Evan,6,24
Shy Guy Bazaar,Steve,12,24
Sky-High Sundae,Tom,5,24
Sky-High Sundae,Callum,3,24
Sky-High Sundae,Connor,13,24
Sky-High Sundae,Matthew,1,24
Sky-High Sundae,Evan,6,24
Sky-High Sundae,Steve,2,24
Faraway Oasis,Tom,8,24
Faraway Oasis,Callum,5,24
Faraway Oasis,Connor,1,24
Faraway Oasis,Matthew,2,24
Faraway Oasis,Evan,10,24
Faraway Oasis,Steve,4,24
Toad's Factory,Tom,5,24
Toad's Factory,Callum,4,24
Toad's Factory,Connor,2,24
Toad's Factory,Matthew,1,24
Toad's Factory,Evan,7,24
Toad's Factory,Steve,10,24
Starview Peak,Tom,1,24
Starview Peak,Callum,10,24
Starview Peak,Connor,3,24
Starview Peak,Matthew,2,24
Starview Peak,Evan,6,24
Starview Peak,Steve,5,24
Cheep Cheep Falls,Tom,1,24
Cheep Cheep Falls,Callum,2,24
Cheep Cheep Falls,Connor,3,24
Cheep Cheep Falls,Matthew,5,24
Cheep Cheep Falls,Evan,4,24
Cheep Cheep Falls,Steve,7,24
DK Spaceport,Tom,1,24
DK Spaceport,Callum,4,24
DK Spaceport,Connor,3,24
DK Spaceport,Matthew,2,24
DK Spaceport,Evan,8,24
DK Spaceport,Steve,5,24
Airship Fortress,Tom,6,24
Airship Fortress,Callum,5,24
Airship Fortress,Connor,1,24
Airship Fortress,Matthew,2,24
Airship Fortress,Evan,4,24
Airship Fortress,Steve,7,24
Wario's Galleon,Tom,4,24
Wario's Galleon,Callum,2,24
Wario's Galleon,Connor,1,24
Wario's Galleon,Matthew,5,24
Wario's Galleon,Evan,3,24
Wario's Galleon,Steve,12,24
Boo Cinema,Tom,1,24
Boo Cinema,Callum,6,24
Boo Cinema,Connor,3,24
Boo Cinema,Matthew,2,24
Boo Cinema,Evan,8,24
Boo Cinema,Steve,5,24
Peach Beach,Tom,3,24
Peach Beach,Callum,1,24
Peach Beach,Connor,5,24
Peach Beach,Matthew,2,24
Peach Beach,Evan,6,24
Peach Beach,Steve,4,24
Acorn Heights,Tom,1,25
Acorn Heights,Callum,5,25
Acorn Heights,Connor,3,25
Acorn Heights,Matthew,4,25
Dandelion Depths,Tom,1,25
Dandelion Depths,Callum,2,25
Dandelion Depths,Connor,3,25
Dandelion Depths,Matthew,4,25
Wario's Galleon,Tom,2,25
Wario's Galleon,Callum,5,25
Wario's Galleon,Connor,6,25
Wario's Galleon,Matthew,1,25
Toad's Factory,Tom,1,25
Toad's Factory,Callum,2,25
Toad's Factory,Connor,3,25
Toad's Factory,Matthew,5,25
Dino Dino Jungle,Tom,4,25
Dino Dino Jungle,Callum,1,25
Dino Dino Jungle,Connor,5,25
Dino Dino Jungle,Matthew,3,25
Starview Peak,Tom,3,25
Starview Peak,Callum,2,25
Starview Peak,Connor,1,25
Starview Peak,Matthew,4,25
Moo Moo Meadows,Tom,3,25
Moo Moo Meadows,Callum,1,25
Moo Moo Meadows,Connor,2,25
Moo Moo Meadows,Matthew,8,25
Whistlestop Summit,Tom,5,25
Whistlestop Summit,Callum,4,25
Whistlestop Summit,Connor,1,25
Whistlestop Summit,Matthew,2,25
Peach Stadium,Tom,4,25
Peach Stadium,Callum,1,25
Peach Stadium,Connor,3,25
Peach Stadium,Matthew,2,25
Airship Fortress,Tom,7,25
Airship Fortress,Callum,1,25
Airship Fortress,Connor,2,25
Airship Fortress,Matthew,4,25
Choco Mountain,Tom,5,25
Choco Mountain,Callum,3,25
Choco Mountain,Connor,1,25
Choco Mountain,Matthew,2,25
Mario Circuit,Tom,6,25
Mario Circuit,Callum,5,25
Mario Circuit,Connor,2,25
Mario Circuit,Matthew,1,25
Shy Guy Bazaar,Tom,3,25
Shy Guy Bazaar,Callum,1,25
Shy Guy Bazaar,Connor,2,25
Shy Guy Bazaar,Matthew,5,25
DK Pass,Tom,2,25
DK Pass,Callum,3,25
DK Pass,Connor,1,25
DK Pass,Matthew,4,25
Salty Salty Speedway,Tom,1,25
Salty Salty Speedway,Callum,3,25
Salty Salty Speedway,Connor,5,25
Salty Salty Speedway,Matthew,4,25
Rainbow Road,Tom,1,25
Rainbow Road,Callum,5,25
Rainbow Road,Connor,2,25
Rainbow Road,Matthew,3,25
Faraway Oasis,Tom,2,26
Faraway Oasis,Callum,10,26
Faraway Oasis,Connor,1,26
Faraway Oasis,Matthew,9,26
Faraway Oasis,Evan,5,26
Faraway Oasis,Steve,6,26
Dry Bones Burnout,Tom,3,26
Dry Bones Burnout,Callum,7,26
Dry Bones Burnout,Connor,2,26
Dry Bones Burnout,Matthew,1,26
Dry Bones Burnout,Evan,4,26
Dry Bones Burnout,Steve,5,26
Salty Salty Speedway,Tom,1,26
Salty Salty Speedway,Callum,2,26
Salty Salty Speedway,Connor,6,26
Salty Salty Speedway,Matthew,4,26
Salty Salty Speedway,Evan,3,26
Salty Salty Speedway,Steve,5,26
Koopa Troopa Beach,Tom,3,26
Koopa Troopa Beach,Callum,15,26
Koopa Troopa Beach,Connor,4,26
Koopa Troopa Beach,Matthew,1,26
Koopa Troopa Beach,Evan,5,26
Koopa Troopa Beach,Steve,13,26
DK Spaceport,Tom,3,26
DK Spaceport,Callum,4,26
DK Spaceport,Connor,1,26
DK Spaceport,Matthew,6,26
DK Spaceport,Evan,2,26
DK Spaceport,Steve,5,26
Bowser's Castle,Tom,2,26
Bowser's Castle,Callum,3,26
Bowser's Castle,Connor,1,26
Bowser's Castle,Matthew,12,26
Bowser's Castle,Evan,6,26
Bowser's Castle,Steve,4,26
Wario Stadium,Tom,2,26
Wario Stadium,Callum,1,26
Wario Stadium,Connor,4,26
Wario Stadium,Matthew,5,26
Wario Stadium,Evan,3,26
Wario Stadium,Steve,9,26
Whistlestop Summit,Tom,1,26
Whistlestop Summit,Callum,3,26
Whistlestop Summit,Connor,12,26
Whistlestop Summit,Matthew,2,26
Whistlestop Summit,Evan,9,26
Whistlestop Summit,Steve,4,26
DK Pass,Tom,3,26
DK Pass,Callum,1,26
DK Pass,Connor,5,26
DK Pass,Matthew,2,26
DK Pass,Evan,7,26
DK Pass,Steve,9,26
Starview Peak,Tom,1,26
Starview Peak,Callum,3,26
Starview Peak,Connor,6,26
Starview Peak,Matthew,2,26
Starview Peak,Evan,9,26
Starview Peak,Steve,5,26
Airship Fortress,Tom,2,26
Airship Fortress,Callum,8,26
Airship Fortress,Connor,1,26
Airship Fortress,Matthew,3,26
Airship Fortress,Evan,6,26
Airship Fortress,Steve,7,26
Choco Mountain,Tom,1,26
Choco Mountain,Callum,4,26
Choco Mountain,Connor,3,26
Choco Mountain,Matthew,7,26
Choco Mountain,Evan,5,26
Choco Mountain,Steve,10,26
Toad's Factory,Tom,1,26
Toad's Factory,Callum,5,26
Toad's Factory,Connor,2,26
Toad's Factory,Matthew,7,26
Toad's Factory,Evan,4,26
Toad's Factory,Steve,6,26
Wario's Galleon,Tom,4,26
Wario's Galleon,Callum,3,26
Wario's Galleon,Connor,1,26
Wario's Galleon,Matthew,6,26
Wario's Galleon,Evan,5,26
Wario's Galleon,Steve,2,26
Shy Guy Bazaar,Tom,2,26
Shy Guy Bazaar,Callum,4,26
Shy Guy Bazaar,Connor,1,26
Shy Guy Bazaar,Matthew,3,26
Shy Guy Bazaar,Evan,6,26
Shy Guy Bazaar,Steve,7,26
Acorn Heights,Tom,2,26
Acorn Heights,Callum,3,26
Acorn Heights,Connor,1,26
